pid,name,date_of_birth,date_of_death
63435497,Christian Lindman,1916-08-19T00:00:00Z,2019-01-12T00:00:00Z
63434352,Viktor Lampl,1889-03-28T00:00:00Z,1942-03-07T00:00:00Z
50575357,Max Haas,1847-01-01T00:00:00Z,1927-06-02T00:00:00Z
50577156,Jumber Jikia,1950-10-12T00:00:00Z,
59243588,Hans Pascher,1858-06-19T00:00:00Z,1942-05-23T00:00:00Z
59195313,Ettore Petri,1850-01-01T00:00:00Z,
59180202,Ron Baird,1940-01-01T00:00:00Z,
59198076,Wilhelm Schulte I.,1858-01-01T00:00:00Z,1920-09-13T00:00:00Z
59195536,Mario Bigongiari,1923-01-01T00:00:00Z,2007-02-23T00:00:00Z
59193554,Carlo Ventimiglia,1539-01-01T00:00:00Z,1583-01-01T00:00:00Z
59166157,Paulo Ormindo D. de Azevedo,1937-03-14T00:00:00Z,
26271718,Wilhelmus Theodorus van Aalst,1856-02-05T00:00:00Z,1927-11-11T00:00:00Z
23014629,Holger Mundt,1887-05-25T00:00:00Z,1957-12-22T00:00:00Z
23016972,Henry F. Hoit,1872-08-04T00:00:00Z,1951-05-30T00:00:00Z
28124118,Charles A. Randall,1871-07-09T00:00:00Z,
28123364,Lucien David,1730-10-13T00:00:00Z,1806-11-13T00:00:00Z
28126401,Rudolf Krausz,1872-03-17T00:00:00Z,1928-07-04T00:00:00Z
63645303,František Schlaffer,1855-11-17T00:00:00Z,1924-01-01T00:00:00Z
63535322,Hans Fredrik Crawfurd-Jensen,1882-10-08T00:00:00Z,1947-03-10T00:00:00Z
63459114,František Stalmach,1903-09-10T00:00:00Z,1985-09-22T00:00:00Z
63712459,Milton See,1854-01-01T00:00:00Z,1920-10-27T00:00:00Z
63537317,Gunnar Bjerke,1895-06-18T00:00:00Z,1991-03-17T00:00:00Z
51077146,Philippe Franel,1796-04-09T00:00:00Z,1867-04-25T00:00:00Z
51090929,Félix Paumier,1854-01-01T00:00:00Z,1921-01-01T00:00:00Z
50772729,Cesare Gamba,1851-01-01T00:00:00Z,1927-01-01T00:00:00Z
50772471,Virginio Muzio,1864-10-24T00:00:00Z,1904-07-12T00:00:00Z
50772548,Daniele Donghi,1861-02-06T00:00:00Z,1938-09-28T00:00:00Z
59849977,Hans Seeberger,1864-01-01T00:00:00Z,1928-01-01T00:00:00Z
59943106,Leszek Zdek,1923-01-01T00:00:00Z,2018-12-11T00:00:00Z
59914481,David Ruiz Jareño,1851-01-01T00:00:00Z,1888-01-02T00:00:00Z
59914364,Otakar Oplatek,1907-03-20T00:00:00Z,1985-06-02T00:00:00Z
59919206,Joseph McArthur Vance,1868-01-01T00:00:00Z,1948-01-01T00:00:00Z
60005461,Jan de Bie Leuveling Tjeenk,1885-05-18T00:00:00Z,1940-05-18T00:00:00Z
23018376,Augustus W. Holton,1850-01-01T00:00:00Z,1911-01-01T00:00:00Z
23021441,Jiří Stráský,1946-03-08T00:00:00Z,
23017166,William Lumpkins,1909-04-08T00:00:00Z,2000-03-20T00:00:00Z
23021275,István Linzbauer,1838-07-15T00:00:00Z,1880-11-05T00:00:00Z
58047516,Philipp Nitze,1873-03-01T00:00:00Z,1946-01-01T00:00:00Z
58207661,Sergey Baglasov,1949-11-09T00:00:00Z,2021-08-12T00:00:00Z
58071531,Hans Großmann,1879-12-20T00:00:00Z,1949-11-28T00:00:00Z
58010903,Henry Bailey Alden,1862-06-24T00:00:00Z,1939-08-20T00:00:00Z
58007856,Aleksandr Nikołajewicz Sonin,http://www.wikidata.org/.well-known/genid/645765e6db862fb74ff0494ca37d7bd9,http://www.wikidata.org/.well-known/genid/c2ec85a38fc704eda18cf12219ae5ac8
58193236,Arthur L. Haley,1865-06-28T00:00:00Z,http://www.wikidata.org/.well-known/genid/f8ce1e4f17a2b4256b4fdd659e38ebb7
26341985,Leopold Fuchs,1868-12-05T00:00:00Z,1920-11-07T00:00:00Z
26398042,Jan van Looy,1852-01-01T00:00:00Z,1911-01-01T00:00:00Z
58456496,Edwin Thayer Barlow,1869-04-02T00:00:00Z,1959-07-08T00:00:00Z
58453104,Oskar Neumann,1870-10-12T00:00:00Z,1951-10-23T00:00:00Z
50808020,Walter Di Salvo,1926-07-20T00:00:00Z,2017-02-22T00:00:00Z
63302211,Otto Fuchs,1889-06-13T00:00:00Z,1941-01-01T00:00:00Z
63350882,Alfred Piébourg,1815-01-04T00:00:00Z,1902-11-28T00:00:00Z
63279451,Mirko Baum,1944-11-12T00:00:00Z,
63352277,Jean-Louis Godivier,1953-01-01T00:00:00Z,
63305186,Gene Aubry,1935-11-15T00:00:00Z,
63348717,Martinus Gerardus Tetar van Elven,1803-01-20T00:00:00Z,1882-05-18T00:00:00Z
63364184,Ernest Reginald Ridgway,1852-01-01T00:00:00Z,1917-01-01T00:00:00Z
58716376,Juriy Petrovitsj Sitsj,1923-11-25T00:00:00Z,2006-10-13T00:00:00Z
58470007,Marius Poel,1867-10-26T00:00:00Z,1931-03-14T00:00:00Z
58463523,Claude Costy,1931-06-30T00:00:00Z,
58471955,Hego Fuchino,1888-01-01T00:00:00Z,1961-01-01T00:00:00Z
65027921,Alfred Bayer,1859-02-10T00:00:00Z,1916-03-03T00:00:00Z
65010071,Humbert Walcher von Molthein,1865-09-12T00:00:00Z,1926-02-22T00:00:00Z
60193471,Stefan Tomorowicz,1889-09-16T00:00:00Z,1944-08-06T00:00:00Z
60177401,Rudolf Baumfeld,1903-12-31T00:00:00Z,1988-02-20T00:00:00Z
60174549,Georges-Émile Tanguay,1858-10-08T00:00:00Z,1923-11-06T00:00:00Z
60194127,Waldemar Hinc,1925-01-01T00:00:00Z,2018-12-18T00:00:00Z
59245770,Antonio Nervi,1925-01-01T00:00:00Z,1979-06-22T00:00:00Z
59348183,Alphonse Frédéric De Moerloose,1858-01-12T00:00:00Z,1932-03-27T00:00:00Z
59388538,Clemente Busiri Vici,1887-03-31T00:00:00Z,1965-09-04T00:00:00Z
57725842,Chrétien Veraart,1872-03-01T00:00:00Z,1951-01-10T00:00:00Z
57837188,Zdeněk Plesník,1914-09-02T00:00:00Z,2003-09-28T00:00:00Z
57911983,Antonio Sardi,1580-01-01T00:00:00Z,1661-01-01T00:00:00Z
57972027,Aleksandr Starzhinskiy,1850-01-01T00:00:00Z,1906-01-01T00:00:00Z
58003425,Leonid Viner,http://www.wikidata.org/.well-known/genid/e219b5306f5c42239ac5e6039ad7dc5a,http://www.wikidata.org/.well-known/genid/dadec22a379dedb528577e0177f2faef
58360437,Johann Julius Langenberg,1852-02-22T00:00:00Z,1924-11-04T00:00:00Z
26702279,Torello Macchia,1864-01-01T00:00:00Z,1948-01-01T00:00:00Z
26701469,Walter Symington Athol Gordon,1879-01-01T00:00:00Z,1917-01-01T00:00:00Z
26693282,Fairfax Blomfield Wade-Palmer,1851-01-01T00:00:00Z,1919-01-01T00:00:00Z
26690667,Louis Jarrier,1862-01-20T00:00:00Z,1932-11-02T00:00:00Z
26690279,Jean Hardion,1858-04-05T00:00:00Z,1932-05-31T00:00:00Z
50975428,Giacomo Della Mea,1907-10-04T00:00:00Z,1968-05-25T00:00:00Z
50952682,Paul Brandes,1873-09-18T00:00:00Z,1950-01-01T00:00:00Z
50920106,Heinrich Christian Holler,1819-01-10T00:00:00Z,1903-04-27T00:00:00Z
59653244,Eva Mang,1927-01-17T00:00:00Z,2000-01-01T00:00:00Z
59653244,Eva Mang,1927-01-17T00:00:00Z,2000-01-05T00:00:00Z
59653175,Michael Untertrifaller,1959-11-21T00:00:00Z,
59644086,Alberto Riccoboni,1874-01-05T00:00:00Z,1973-01-01T00:00:00Z
59653430,Friedrich Rollwagen,1922-04-13T00:00:00Z,2005-10-17T00:00:00Z
59640549,Jan Håvar Korshavn,1932-01-01T00:00:00Z,2013-01-01T00:00:00Z
28109287,Arcadio Arellano,1872-11-13T00:00:00Z,1920-04-20T00:00:00Z
28119231,Natale Tommasi,1853-12-24T00:00:00Z,1923-03-21T00:00:00Z
26702285,Chino Chini,1870-07-26T00:00:00Z,1957-02-19T00:00:00Z
26707081,Augusto Corbi,1837-01-01T00:00:00Z,1901-09-05T00:00:00Z
26703538,Gonzalo de Cárdenas Rodríguez,1904-01-01T00:00:00Z,1954-01-01T00:00:00Z
78874255,Clément Feugueur,1877-12-18T00:00:00Z,1940-04-27T00:00:00Z
78795642,Eduardo Olasagasti Irigoyen,1909-01-01T00:00:00Z,1975-01-01T00:00:00Z
28155185,Jerzy Mokrzyński,1909-09-22T00:00:00Z,1997-06-04T00:00:00Z
28151402,Frida Escobedo,1979-01-01T00:00:00Z,
78171753,Luther M. Turton,1862-01-01T00:00:00Z,
78527934,Andrea Cattaneo,1998-02-22T00:00:00Z,
21723232,Pierre Alexandre Poitevin,1782-02-24T00:00:00Z,1859-04-08T00:00:00Z
21730750,Josep Maria Vives i Sureda,1924-06-15T00:00:00Z,2007-11-28T00:00:00Z
28065811,Pierre-Louis Renaud,1819-05-03T00:00:00Z,1897-05-10T00:00:00Z
28058999,Antonio Rubio Marín,1882-01-01T00:00:00Z,1980-01-01T00:00:00Z
28073045,Francisco Bolonha,1923-06-03T00:00:00Z,2006-12-30T00:00:00Z
28091766,Louis-Ambroise Dubut,1769-01-01T00:00:00Z,1845-09-08T00:00:00Z
28070640,Karl Bernt,1871-10-08T00:00:00Z,1952-07-27T00:00:00Z
64864031,Hanns Kunath,1902-01-01T00:00:00Z,1979-01-01T00:00:00Z
64840906,Francesco Arconati,1605-01-01T00:00:00Z,
64848395,Miloslav Hrubec,1935-02-19T00:00:00Z,
64848469,Ondřej Císler,1972-08-15T00:00:00Z,
64850249,Jan Šula,1861-01-21T00:00:00Z,1916-08-20T00:00:00Z
26828257,Edward Van Steenbergen,1925-12-19T00:00:00Z,2003-01-03T00:00:00Z
26828247,Gustave Fierens,1881-05-18T00:00:00Z,1962-01-01T00:00:00Z
26790597,Luis de la Figuera y Lezcano,1869-01-01T00:00:00Z,1941-11-03T00:00:00Z
26832815,Frans Evers,1882-08-06T00:00:00Z,1950-07-17T00:00:00Z
26834258,Ricardo Fernández Vallespín,1910-09-23T00:00:00Z,1988-07-28T00:00:00Z
65502262,Teodoro Ríos Balaguer,1887-04-13T00:00:00Z,1969-02-20T00:00:00Z
65243789,George Vey,1886-08-30T00:00:00Z,1981-06-01T00:00:00Z
65550559,Paul Imberg,1877-05-29T00:00:00Z,1962-07-10T00:00:00Z
65539447,Carlos Barjas Millan,1927-08-29T00:00:00Z,1964-12-05T00:00:00Z
64876631,Antonio Vázquez de Castro,1929-01-01T00:00:00Z,
64876375,José Luis Íñiguez de Onzoño,1927-07-04T00:00:00Z,
64877546,Félix Íñiguez de Onzoño,1922-11-17T00:00:00Z,2018-09-05T00:00:00Z
65117740,Thomas Simpson,1816-01-01T00:00:00Z,1880-03-16T00:00:00Z
65162162,Janusz Grzegorzak,1932-01-01T00:00:00Z,
65174477,Waclaw Tomaszewski,1884-01-01T00:00:00Z,1969-06-05T00:00:00Z
65126572,Frederick Lawford,1821-01-01T00:00:00Z,1866-08-01T00:00:00Z
65178447,Hans Konings,1950-11-09T00:00:00Z,
65229143,Albert Mellin,1843-01-30T00:00:00Z,1886-10-07T00:00:00Z
50824692,Florimond Robertet,1459-02-20T00:00:00Z,1527-08-20T00:00:00Z
50808565,Cirilo Vara,1820-07-07T00:00:00Z,1885-01-01T00:00:00Z
50808565,Cirilo Vara,1820-01-01T00:00:00Z,1885-01-01T00:00:00Z
50809830,Filippo Cesare Messedaglia,1823-01-19T00:00:00Z,1901-01-30T00:00:00Z
50845701,Carlos Martner,1926-09-13T00:00:00Z,2020-07-21T00:00:00Z
50822510,Gabriel Durand,1750-01-01T00:00:00Z,1814-01-01T00:00:00Z
50846547,Ivan Plotnikov,1862-01-01T00:00:00Z,1918-01-01T00:00:00Z
65616825,Václav Rejchl st.,1852-06-06T00:00:00Z,1928-11-24T00:00:00Z
65616756,Bohumil Waigant,1885-01-26T00:00:00Z,1930-08-17T00:00:00Z
79538137,Karel Pollak,1778-01-01T00:00:00Z,1850-01-01T00:00:00Z
26690008,Wilhelm Langenfaß,1819-09-01T00:00:00Z,1898-10-20T00:00:00Z
21756096,Jan Willem Hartgerink,1841-05-04T00:00:00Z,1923-12-08T00:00:00Z
51277468,Adrianus Tollus,1783-01-19T00:00:00Z,1847-01-08T00:00:00Z
51178276,Jules Morvan,1845-04-12T00:00:00Z,1924-03-02T00:00:00Z
51336082,Santiago Balcells i Gorina,1913-01-01T00:00:00Z,2007-03-31T00:00:00Z
26707690,Ignacio de Aldama Elorz,1867-01-01T00:00:00Z,1953-01-01T00:00:00Z
26271713,J.J.H. Bolsius,1824-03-23T00:00:00Z,1914-06-05T00:00:00Z
26270058,John Oliver Brook Hitch,1887-01-01T00:00:00Z,1953-09-15T00:00:00Z
26709273,Morris B. Payne,1885-01-19T00:00:00Z,1961-01-01T00:00:00Z
26712362,Chong Keat Lim,1930-01-01T00:00:00Z,
26707837,Emilio Fernández Martínez de Velasco,1940-01-01T00:00:00Z,2014-01-01T00:00:00Z
28969540,Ricardo Abaurre Herreros de Tejada,1915-01-01T00:00:00Z,1988-01-01T00:00:00Z
28966204,Theophilus Arthur Allen,1846-01-01T00:00:00Z,
28946314,Margarethe Heubacher-Sentobe,1945-01-01T00:00:00Z,
28967667,Gösta Uddén,1927-08-03T00:00:00Z,
28963647,Gilbert Smith Doughty,1862-01-01T00:00:00Z,
28965731,Enrico Pietro Galeazzi,1896-08-27T00:00:00Z,1986-09-25T00:00:00Z
28969228,August Kind,1824-08-27T00:00:00Z,1904-12-30T00:00:00Z
21715291,Cecilio Arpesani,1853-01-01T00:00:00Z,1924-01-01T00:00:00Z
59654448,Franz Maul,1954-01-01T00:00:00Z,
59847502,Stefan Hołówko,1921-01-01T00:00:00Z,2009-09-11T00:00:00Z
59773074,Giacomo Alberti,1896-01-01T00:00:00Z,1973-07-07T00:00:00Z
59690268,Julius Munckwitz,1829-01-01T00:00:00Z,1902-11-10T00:00:00Z
59779779,Vladimira Bratuž,1923-01-01T00:00:00Z,2006-01-01T00:00:00Z
79634324,Luigi Brambilla,1909-01-01T00:00:00Z,1977-01-01T00:00:00Z
79542144,Ezio Bienaimé,1923-02-13T00:00:00Z,2002-02-02T00:00:00Z
26838282,Giovanni Sardi,1863-09-06T00:00:00Z,1913-06-26T00:00:00Z
26838298,Giuseppe Torres,1872-11-04T00:00:00Z,1935-12-20T00:00:00Z
50975909,Charles Sumner Sedgwick,1856-01-01T00:00:00Z,
51020343,Paul Hakenholz,1872-02-24T00:00:00Z,1950-08-04T00:00:00Z
50975514,Leonardo Paterna Baldizzi,1868-02-23T00:00:00Z,1942-05-18T00:00:00Z
50983063,Vladimír Weiss,1897-06-12T00:00:00Z,1989-07-23T00:00:00Z
51596287,Ladislav Beisetzer,1921-10-25T00:00:00Z,1989-07-17T00:00:00Z
51528460,Mariano Marín Albi,1962-01-01T00:00:00Z,
51563027,Jean-Baptiste Bénard,1720-01-01T00:00:00Z,1789-01-01T00:00:00Z
51577961,Heinrich Viktor von Segesser,1843-08-17T00:00:00Z,1900-11-28T00:00:00Z
51522348,Jos Donders,1867-04-06T00:00:00Z,1960-12-19T00:00:00Z
51484503,Gábor Zoboki,1963-01-24T00:00:00Z,
79363847,Gino Benigni,1889-01-01T00:00:00Z,1948-01-01T00:00:00Z
79367309,Vittorio Bellini,1798-01-01T00:00:00Z,1860-01-01T00:00:00Z
79366247,Leo Lauermann,1891-07-17T00:00:00Z,1977-09-29T00:00:00Z
21806340,Dick Apon,1926-06-07T00:00:00Z,2002-08-01T00:00:00Z
21772576,Albert Pomade,1880-01-31T00:00:00Z,1958-01-01T00:00:00Z
21780508,Benjamin H. Marshall,1874-05-05T00:00:00Z,1944-06-19T00:00:00Z
21777330,Léopold Pepermans,1870-10-10T00:00:00Z,1957-07-06T00:00:00Z
60502369,Nikoghos Bedrosyan,http://www.wikidata.org/.well-known/genid/4ff46476343429eee57108b63ff7ac37,http://www.wikidata.org/.well-known/genid/c71ce392143380d753ab999f5624eaa4
60501909,Klaus Kirsten,1929-01-01T00:00:00Z,1999-01-01T00:00:00Z
60542127,Alberto Guscetti,1930-01-01T00:00:00Z,
60580278,William James Morley,1847-01-01T00:00:00Z,1930-01-01T00:00:00Z
60544850,Albert L. Harris,1869-01-01T00:00:00Z,
60542050,Aldo Guscetti,1931-01-01T00:00:00Z,
21831218,Karl Stöhr,1859-05-21T00:00:00Z,1931-10-14T00:00:00Z
21839521,Aleksander Gruchalski,1894-02-24T00:00:00Z,1943-05-05T00:00:00Z
21814367,Carel Tenenti,1866-07-18T00:00:00Z,1927-12-12T00:00:00Z
28942558,Hans Dwořák,1870-05-19T00:00:00Z,1920-04-17T00:00:00Z
28942592,Raffaele Contigiani,1920-01-01T00:00:00Z,2008-01-01T00:00:00Z
21756100,Hendrik Dirks Kramer,1840-09-29T00:00:00Z,1929-02-24T00:00:00Z
65099482,Fernando de Yarza Fernández Treviño,1841-01-01T00:00:00Z,1907-01-01T00:00:00Z
65066973,William Gray,1851-01-01T00:00:00Z,
65097269,José de Yarza Miñana,1801-01-01T00:00:00Z,1868-01-01T00:00:00Z
65088046,Karl Hart,1858-01-01T00:00:00Z,1920-01-01T00:00:00Z
65028766,Richard M. Powers,1886-01-01T00:00:00Z,
65038307,Frederick B. Townsend,1853-07-22T00:00:00Z,
21761242,Edmund Serrure jr.,1856-12-25T00:00:00Z,1925-01-01T00:00:00Z
21759414,Carel Blansjaar,1822-01-01T00:00:00Z,1906-10-03T00:00:00Z
21756116,Willem Langhout,1850-11-15T00:00:00Z,1936-01-07T00:00:00Z
28969579,Luis Díaz del Río,1923-01-01T00:00:00Z,
28971682,Jesús Martí Martín,1899-01-01T00:00:00Z,1975-01-01T00:00:00Z
60447589,Guy Caubert de Cléry,1903-01-01T00:00:00Z,1994-01-01T00:00:00Z
60447549,Joseph Caubert de Cléry,1862-01-01T00:00:00Z,1944-01-01T00:00:00Z
60440351,Henri Valette,1874-08-24T00:00:00Z,1936-05-04T00:00:00Z
60439661,August Bauer,1895-01-01T00:00:00Z,1981-01-01T00:00:00Z
60311978,Giulio Aluisetti,1794-10-29T00:00:00Z,1851-06-20T00:00:00Z
60368152,Antonin Holecek,1850-01-05T00:00:00Z,1912-10-15T00:00:00Z
60371293,Maria Wroczyńska,1901-05-31T00:00:00Z,1966-11-03T00:00:00Z
60371293,Maria Wroczyńska,1901-05-31T00:00:00Z,1966-01-01T00:00:00Z
60318047,Bâaziz Hammache,1956-04-01T00:00:00Z,
60320794,Othmar Augustin,1923-10-09T00:00:00Z,2009-11-25T00:00:00Z
60371397,Mieczysław Łokcikowski,1891-01-01T00:00:00Z,1960-07-20T00:00:00Z
60318721,Tyge Arnfred,1919-04-01T00:00:00Z,
60318856,Ángel Asenjo,1946-01-01T00:00:00Z,
79802990,Ivan Šuhajík,1934-03-27T00:00:00Z,
79765222,Edward Keynes Purchase,1862-01-01T00:00:00Z,1923-01-01T00:00:00Z
79716267,Eduardo Kneese,1906-04-05T00:00:00Z,1994-03-28T00:00:00Z
79746875,August Cocquyt,1911-02-02T00:00:00Z,
60295838,Peter Böcklin,1935-01-01T00:00:00Z,
60229773,Masachika Murata,1906-01-01T00:00:00Z,1987-01-01T00:00:00Z
60274045,Hans Theodore Liebert,1877-01-01T00:00:00Z,1966-01-01T00:00:00Z
60289919,João Garcia de Castilho,1915-01-01T00:00:00Z,2007-01-01T00:00:00Z
60236394,Edouard Fremau,1836-10-13T00:00:00Z,1892-01-13T00:00:00Z
60234449,Jean Dumontier,1935-06-23T00:00:00Z,2018-12-27T00:00:00Z
60286843,Vladimir Shcherbina,1945-05-15T00:00:00Z,
79328431,Pierre Cabrol,1925-05-01T00:00:00Z,2009-10-08T00:00:00Z
79318557,Arnold Dunbar Smith,1866-01-01T00:00:00Z,1933-01-01T00:00:00Z
79340647,Giovanni Pellegrini,1908-09-28T00:00:00Z,1995-05-11T00:00:00Z
78914048,Alfredo Acebal,1862-01-01T00:00:00Z,1931-01-01T00:00:00Z
28971976,Miguel López González,1907-01-01T00:00:00Z,1976-01-01T00:00:00Z
26922125,Sakari Aartelo,1941-08-24T00:00:00Z,
26898517,Cees van der Bom,1903-01-01T00:00:00Z,1991-01-01T00:00:00Z
79369340,Heinrich Hausknecht,1774-01-01T00:00:00Z,1823-01-01T00:00:00Z
79370734,Otto Dvořák,1938-10-15T00:00:00Z,
79485780,Franco Bonaiuti,1920-12-04T00:00:00Z,2007-06-01T00:00:00Z
22000833,George Bernard Cox,1886-07-31T00:00:00Z,1978-10-20T00:00:00Z
21994969,Edmond Legraive,1847-08-29T00:00:00Z,1923-07-14T00:00:00Z
21971411,Joseph Dirand,1974-02-06T00:00:00Z,
21997507,John Fairweather,1867-02-05T00:00:00Z,1942-01-13T00:00:00Z
21965849,Gyula Sváb,1879-07-31T00:00:00Z,1938-02-10T00:00:00Z
65607941,Richard Klenka,1873-07-07T00:00:00Z,1954-10-06T00:00:00Z
65607941,Richard Klenka,1873-07-07T00:00:00Z,1954-01-01T00:00:00Z
65560029,Jacques Delrue,1933-03-05T00:00:00Z,2016-01-07T00:00:00Z
65553254,Walter Höltje,1920-01-01T00:00:00Z,2000-01-01T00:00:00Z
65586131,Jean-Pierre Jausserand,1945-03-18T00:00:00Z,
65580192,Charles-Paul Serex,1899-08-03T00:00:00Z,1978-01-29T00:00:00Z
65558314,Walter Müller,1879-08-21T00:00:00Z,1943-10-25T00:00:00Z
56248147,Francesco Magnani,1980-06-02T00:00:00Z,
56249702,William Burk,1909-04-09T00:00:00Z,
56241475,François De Vooght,1834-10-10T00:00:00Z,1903-11-20T00:00:00Z
56249506,Henry Charles Trost,1860-01-01T00:00:00Z,1933-01-01T00:00:00Z
56240881,Walther Spickendorff,1864-02-13T00:00:00Z,
56249131,"William Miles Brittelle, Sr.",1894-04-13T00:00:00Z,1970-01-07T00:00:00Z
21855997,Hendrik Reus,1872-05-28T00:00:00Z,1935-10-22T00:00:00Z
21852928,Albert Nijland,1830-01-01T00:00:00Z,1908-10-18T00:00:00Z
21843572,Sergey Zharov,1878-10-17T00:00:00Z,http://www.wikidata.org/.well-known/genid/56aa59ae01661cea2d4e39b01041bd73
21844802,Manuel José de Laredo y Ordoño,1842-04-19T00:00:00Z,1896-06-13T00:00:00Z
21965840,K. Róbert Kertész,1876-06-09T00:00:00Z,1951-08-28T00:00:00Z
21931679,Vincent Lenertz,1864-04-22T00:00:00Z,1914-08-26T00:00:00Z
79667174,James H. Nave,1864-01-01T00:00:00Z,1949-10-06T00:00:00Z
81098436,Gustaf Leander,1816-01-01T00:00:00Z,1853-01-01T00:00:00Z
81100130,Bohumil Kříž,1912-02-06T00:00:00Z,1996-03-29T00:00:00Z
80973156,Lansing C. Holden,1858-01-01T00:00:00Z,1930-01-01T00:00:00Z
80466759,Richard Strachan De Renzy Harman,1896-01-01T00:00:00Z,1953-09-14T00:00:00Z
81083605,Rosario Vernuccio,1925-10-10T00:00:00Z,
81078126,Arnošt Sehnal,1894-01-01T00:00:00Z,
80549734,Lorenzo M. Boardman,1835-01-01T00:00:00Z,1897-07-16T00:00:00Z
80940053,Joaquín Pavía y Bermingham,1850-01-01T00:00:00Z,1950-01-01T00:00:00Z
80571267,Frank Murphy (architect),1916-01-01T00:00:00Z,1993-01-01T00:00:00Z
60197731,Georges Brera,1919-11-27T00:00:00Z,2000-09-25T00:00:00Z
60197985,Henri Grandpierre,1856-01-01T00:00:00Z,1906-04-18T00:00:00Z
60198043,John Bailey McElfatrick,1828-01-01T00:00:00Z,
60197945,Aimé Delarue,1857-06-10T00:00:00Z,1914-12-23T00:00:00Z
60229770,Taiji Mori,1895-01-01T00:00:00Z,1951-01-01T00:00:00Z
60214277,Johann Schöbl,1823-06-26T00:00:00Z,1870-12-20T00:00:00Z
66984409,Ermenegildo Soncini,1918-03-12T00:00:00Z,2013-02-18T00:00:00Z
65616845,Václav Rejchl ml.,1884-11-03T00:00:00Z,1964-07-09T00:00:00Z
65616874,Jan Rejchl,1899-07-07T00:00:00Z,1985-02-25T00:00:00Z
65616874,Jan Rejchl,1899-07-07T00:00:00Z,1985-02-28T00:00:00Z
79915331,Jaroslav Stehlík,1927-03-24T00:00:00Z,1986-10-14T00:00:00Z
79803606,Jiří Louda,1923-09-17T00:00:00Z,2001-02-05T00:00:00Z
80191960,John K. Dow,1861-09-21T00:00:00Z,1961-06-02T00:00:00Z
79803612,Jaroslav Švec,1926-03-20T00:00:00Z,
79970034,Václav Ložek,1892-09-08T00:00:00Z,1951-12-29T00:00:00Z
80186783,Loren L. Rand,1851-12-23T00:00:00Z,1935-10-06T00:00:00Z
28974513,Antonín Schmidt,1723-01-01T00:00:00Z,1783-01-01T00:00:00Z
28974578,Romualdo de Madariaga y Céspedes,1894-01-01T00:00:00Z,1970-01-21T00:00:00Z
26713142,Paul Pujol,1848-11-22T00:00:00Z,1926-01-01T00:00:00Z
26719494,Jaroslav Vaculík,1921-03-22T00:00:00Z,1995-07-18T00:00:00Z
26720686,James Medland Taylor,1834-01-01T00:00:00Z,1909-01-01T00:00:00Z
26715074,Bente Aude,1947-02-21T00:00:00Z,
56193316,Sylvain Schnaittacher,1874-01-01T00:00:00Z,1926-01-01T00:00:00Z
56233420,Willem Sniphout,1890-01-01T00:00:00Z,1972-01-01T00:00:00Z
65616969,Karel Horák,1904-10-09T00:00:00Z,1961-02-23T00:00:00Z
65617151,Josef Fnouk,1884-01-12T00:00:00Z,
65617096,Theodor Petřík,1882-10-08T00:00:00Z,1941-06-02T00:00:00Z
65616944,Karel Horák,1861-07-13T00:00:00Z,1904-01-29T00:00:00Z
65617008,Frantisek Bartos,1894-01-03T00:00:00Z,1949-02-26T00:00:00Z
22017286,William J. Beardsley,1872-01-01T00:00:00Z,1934-03-29T00:00:00Z
22019420,William Crawford Smith,1837-11-26T00:00:00Z,1899-02-05T00:00:00Z
22015164,Johann Edel,1863-01-01T00:00:00Z,1932-02-14T00:00:00Z
22019551,William R. Walker,1830-04-14T00:00:00Z,1905-03-11T00:00:00Z
22018705,Wallis Eastburn Howe,1868-01-01T00:00:00Z,1960-01-01T00:00:00Z
22019138,C. Harrold Norton,1867-01-01T00:00:00Z,1942-01-01T00:00:00Z
22018549,Henry Goddard,1813-01-01T00:00:00Z,1899-03-01T00:00:00Z
22018708,Edwin L. Howland,1838-06-05T00:00:00Z,1876-06-28T00:00:00Z
56452047,Johann Schwister,1862-10-11T00:00:00Z,1921-05-05T00:00:00Z
26879777,Ricardo Abaurre,1915-01-01T00:00:00Z,1988-01-01T00:00:00Z
26879386,Jean Huysmans,1913-01-01T00:00:00Z,1974-01-01T00:00:00Z
60452668,Frederick Burwell,1846-01-01T00:00:00Z,1915-01-01T00:00:00Z
60497778,Józef Jankowski,1882-01-01T00:00:00Z,1944-04-07T00:00:00Z
60458360,Joseph Vernier,1800-01-01T00:00:00Z,1859-01-01T00:00:00Z
26869733,Henk Brouwer,1920-01-01T00:00:00Z,1974-01-01T00:00:00Z
26878572,Mart Bolten,1916-01-01T00:00:00Z,2002-01-01T00:00:00Z
26868699,Martin Decker,1925-10-01T00:00:00Z,2013-06-27T00:00:00Z
26849695,Genrikh Topuz,1916-09-10T00:00:00Z,1999-10-29T00:00:00Z
26838525,George Lethbridge,1845-01-01T00:00:00Z,
66981964,Samuel Henriquet,1848-06-01T00:00:00Z,1921-01-01T00:00:00Z
66981669,Paul Martin,1870-11-19T00:00:00Z,1958-07-04T00:00:00Z
56257224,Ihar Jeśman,1932-05-01T00:00:00Z,2020-03-14T00:00:00Z
56256015,Andrzej Strachocki,1922-04-13T00:00:00Z,2004-11-01T00:00:00Z
